project_name,sector_type,country,installed_capacity_mw,operational_status,owner,equity_stake_owner,equity_stake_operator,country_of_company_hq,company_type,company_type_for_label,is_operator,lender_type,substances,deal_type,parent_org,pid
carohuaicho_8b,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,8ckcu9
carohuaicho_8d,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,ioz9rx
cascabel,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,jtbkbm
cobra,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,y0rdlw
cpe_8,oil_gas,colombia,,in_exploration,talisman_colombia_oil__gas,0.5,1.0,canada,international_ep,international_oil_company,yes,nan,nan,greenfield,talisman_colombia_oil__gas,xx6jms
cpo_14,oil_gas,colombia,,in_production,cepsa_colombia,1.0,1.0,spain,international_ep,international_ep,yes,nan,nan,greenfield,cepsa,0v3cfb
enconada,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,efg2cq
guairuy,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,txatam
los_penocos,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,kj8r6o
mamore,oil_gas,bolivia,,in_production,repsol_ep_bolivia,1.0,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,u9awzv
oriental,oil_gas,bolivia,,in_exploration,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,eduleh
palacios,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,qlubjn
patuju,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,jlg99o
puerto_palos,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,cjs1cq
putumayo_piedemonte_norte,oil_gas,colombia,,in_exploration,cepsa_colombia,0.3,0.0,spain,international_ep,international_ep,no,nan,nan,partial_change_in_equity,cepsa,6xtlyl
rio_grande,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,rg1ntr
sirari,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,qi6zmc
surubi,oil_gas,bolivia,,in_production,repsol_ep_bolivia,1.0,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,puyjai
surubi_noroeste,oil_gas,bolivia,,in_exploration,repsol_ep_bolivia,1.0,1.0,spain,ioc,international_oil_company,yes,nan,nan,greenfield,repsol,gfxiee
vibora,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,q0gubk
yapacani,oil_gas,bolivia,,in_production,ypfb_andina_repsol__ypfb,0.5,0.5,spain,ioc,international_oil_company,yes,nan,nan,greenfield,ypfb,rvfrrm
calcutta,oil_gas,suriname,,in_production,staatsolie_maatschappij_suriname_staatsolie,1.0,1.0,suriname,noc,national_oil_company,yes,nan,nan,greenfield,staatsolie,ea5m87
tambaredjo,oil_gas,suriname,,in_production,staatsolie_maatschappij_suriname_staatsolie,1.0,1.0,suriname,noc,national_oil_company,yes,nan,nan,greenfield,staatsolie,n75jbz
uitkijk,oil_gas,suriname,,in_exploration,staatsolie_maatschappij_suriname_staatsolie,1.0,1.0,suriname,noc,national_oil_company,yes,nan,nan,greenfield,staatsolie,sg4bre
block_16_iro,oil_gas,ecuador,,in_production,overseas_petroleum_and_investment_corporation,0.31,0.0,taiwan,noc,national_oil_company,no,nan,nan,partial_change_in_equity,overseas_petroleum_and_investment_corporation,xtw8dw
block_17_hormiguero,oil_gas,ecuador,,in_production,overseas_petroleum_and_investment_corporation,0.5,0.5,taiwan,noc,national_oil_company,yes,nan,nan,greenfield,overseas_petroleum_and_investment_corporation,yqgyc1
block_8,oil_gas,peru,,in_production,pluspetrol_resources_corp,0.33,0.33,the_netherlands,international_ep,international_ep,yes,nan,nan,greenfield,pluspetrol,nx7dvk
nickerie,oil_gas,suriname,,in_exploration,decker_petroleum_marketing,1.0,1.0,trinidad_and_tobago,other,other,yes,nan,nan,greenfield,decker_petroleum_marketing,bdshse
block_39,oil_gas,peru,,suspended,perenco,0.55,1.0,uk,international_ep,international_ep,yes,nan,nan,full_asset_transaction,perenco,nolczn
block_67,oil_gas,peru,,in_production,perenco_peru_petroleum,1.0,1.0,uk,international_ep,international_ep,yes,nan,nan,partial_change_in_equity,perenco,bszw27
petrowarao,oil_gas,venezuela,,in_production,perenco_venezuela_petroleo_y_gas,0.4,1.0,uk,international_ep,international_ep,yes,nan,nan,greenfield,perenco,mstkhi
weg_naar_zee,oil_gas,suriname,,in_exploration,columbus_energy_resources,1.0,1.0,uk,international_ep,international_ep,yes,nan,nan,greenfield,columbus_energy_resources,tpj0no
block_107,oil_gas,peru,,in_exploration,petrotal,1.0,1.0,usa,international_ep,international_ep,yes,nan,nan,greenfield,petrotal,hqqd5h
block_45_puma,oil_gas,ecuador,,in_production,joshi_technologies_international,0.1,0.1,usa,other,other,yes,nan,nan,greenfield,joshi_technologies_international,n3bjna
block_56,oil_gas,peru,,in_production,hunt_oil_company_of_peru,0.252,0.252,usa,international_ep,international_ep,yes,nan,nan,greenfield,hunt_oil_company,mstecd
block_88,oil_gas,peru,,in_production,hunt_oil_company_of_peru,0.252,0.252,usa,international_ep,international_ep,yes,nan,nan,greenfield,hunt_oil_company,pp64iz
block_95,oil_gas,peru,,in_production,petrotal,1.0,1.0,usa,international_ep,international_ep,yes,nan,nan,mergeracquisition,petrotal,uxnlqy
mecaya,oil_gas,colombia,,in_exploration,occidental_andina_llc,0.5,0.0,usa,ioc,international_oil_company,no,nan,nan,partial_change_in_equity,occidental_andina_llc,smeuoy
naranjillos,oil_gas,bolivia,,in_production,vintage_petroleum_boliviana,1.0,1.0,usa,ioc,international_oil_company,yes,nan,nan,greenfield,vintage_petroleum,2ld0co
put_1,oil_gas,colombia,,in_production,lewis_energy_colombia,0.45,0.0,usa,international_ep,international_ep,no,nan,nan,greenfield,lewis_energy_colombia,u5cl14
put_9,oil_gas,colombia,,in_exploration,occidental_petroleum_corporation,0.5,0.0,usa,ioc,international_oil_company,no,nan,nan,greenfield,occidental_petroleum_corporation,qzrpbs
lliquimuni,oil_gas,bolivia,,in_exploration,pdvsa,0.4,0.4,venezuela,noc,national_oil_company,yes,nan,nan,greenfield,pdvsa,hgrvby
petrodelta,oil_gas,venezuela,,in_production,corporacion_venezolana_del_petroleo_cvp,0.5,0.5,venezuela,noc,national_oil_company,yes,nan,nan,partial_change_in_equity,corporacion_venezolana_del_petroleo_cvp,cu1giw
petrodelta,oil_gas,venezuela,,in_production,ct_energy_holding,0.5,0.5,venezuela,local_ep,local_ep,yes,nan,nan,partial_change_in_equity,ct_energy_holding,ya2zvk
petrowarao,oil_gas,venezuela,,in_production,corporacion_venezolana_del_petroleo_cvp,0.6,0.0,venezuela,noc,national_oil_company,no,nan,nan,greenfield,corporacion_venezolana_del_petroleo_cvp,lhrhh1
punta_pescador,oil_gas,venezuela,,in_exploration,corporacion_venezolana_del_petroleo_cvp,0.6,0.0,venezuela,noc,national_oil_company,no,nan,nan,greenfield,corporacion_venezolana_del_petroleo_cvp,9lbaxm
antas_north,mining,brazil,,nan,avb_mineracao,1.0,1.0,australia,small_to_midtier_producer,small_to_midtier_producer,yes,private_equity_private_equity_commercial_bank,copper_gold,mergeracquisition,avanco_resources,doixlk
apiacas,mining,brazil,,nan,altamira_gold,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,gold,mergeracquisition,altamira_gold,wzhyer
araguaia_phase_1,mining,brazil,,nan,horizonte_minerals,1.0,1.0,uk,junior_exploration,junior_exploration,yes,private_equity_commercial_bank_investment_bank_investment_bank_investment_bank_investment_bank,nickel,greenfield,horizonte_minerals,8nes9e
araguaia_phase_2,mining,brazil,,nan,horizonte_minerals,1.0,1.0,uk,junior_exploration,junior_exploration,yes,private_equity,nickel,greenfield,horizonte_minerals,8u0uds
arakaka,mining,guyana,,nan,alicanto_minerals,1.0,1.0,australia,junior_exploration,junior_exploration,yes,nan,gold,mergeracquisition,alicanto_minerals,jsb1st
aremu_north,mining,guyana,,nan,barrick_gold,0.5,0.5,canada,major,major,yes,nan,gold,greenfield,barrick_gold,7hwuv7
aremu_north,mining,guyana,,nan,reunion_gold,0.5,0.5,canada,junior_exploration,junior_exploration,yes,nan,gold,greenfield,reunion_gold,gt7cx8
ariana,mining,peru,,nan,ariana_operaciones_mineras,1.0,1.0,peru,small_to_midtier_producer,small_to_midtier_producer,yes,nan,copper_silver_zinc,greenfield,ariana_operaciones_mineras,ixbyer
aripuana,mining,brazil,,nan,mineracao_dardanelos,1.0,1.0,brazil,other,other,yes,domestic_development_bankfund,copper_lead_zinc,mergeracquisition,mineracao_dardanelos,sv7kmp
aurizona,mining,brazil,,nan,mineracao_aurizona,1.0,1.0,canada,major,major,yes,domestic_development_bankfund_royalty_streaming_private_equity_private_equity,copper_gold,mergeracquisition,mineracao_aurizona,a5yvgv
aurora_cuyuni,mining,guyana,,nan,guyana_goldfields,1.0,1.0,china,soe,stateowned_enterprise,yes,multilateral_development_bank_foreign_development_bankfund_investment_bank_nonbank_financial_institution_commercial_bank,gold,greenfield,guyana_goldfields,opo5yj
b2_tin_tailings_reprocessing_san_rafael,mining,peru,,nan,minsur,1.0,1.0,peru,other,other,yes,nan,tin,greenfield,minsur,ctzi5f
batistao,mining,brazil,,nan,goldmining,1.0,1.0,canada,junior_exploration,junior_exploration,yes,investment_bank,gold,greenfield,goldmining,ghjelr
bendi,mining,peru,,nan,palamina,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,gold,greenfield,palamina,vivrlh
bishop_growler,mining,guyana,,nan,goldsource_mines,0.5,0.5,canada,small_to_midtier_producer,small_to_midtier_producer,yes,nan,gold,greenfield,goldsource_mines,us2srf
bishop_growler,mining,guyana,,nan,kilroy_mining,0.5,0.5,canada,small_to_midtier_producer,small_to_midtier_producer,yes,nan,gold,greenfield,kilroy_mining,gfq4es
boa_vista,mining,brazil,,nan,boa_vista_gold,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,gold,mergeracquisition,boa_vista_gold,kdcty2
bom_futuro,mining,brazil,,nan,cooperativa_de_garimpeiros_de_santa_cruz,0.5,0.33,brazil,other,other,yes,nan,tin,greenfield,cooperativa_de_garimpeiros_de_santa_cruz,0rstir
bom_futuro,mining,brazil,,nan,cooperativa_metalurgica_de_rondonia_ltda,0.5,0.33,brazil,other,other,yes,nan,tin,greenfield,cooperativa_metalurgica_de_rondonia_ltda,tlapdz
bom_futuro,mining,brazil,,nan,meridian_mineracao_jaburi,0.0,0.33,uk,small_to_midtier_producer,small_to_midtier_producer,yes,nan,tin,greenfield,meridian_mining,myjved
bon_espoir,mining,french_guiana,,nan,auplata_mining_group,0.49,0.49,france,small_to_midtier_producer,small_to_midtier_producer,yes,nan,gold,full_asset_transaction,auplata_mining_group,dtoc4p
bon_espoir,mining,french_guiana,,nan,newmont_corporation,0.51,0.51,usa,major,major,yes,nan,gold,greenfield,newmont_corporation,kru23l
bonasika,mining,guyana,,nan,first_bauxite,1.0,1.0,canada,junior_exploration,junior_exploration,yes,private_equity,bauxite,mergeracquisition,first_bauxite,inlrm8
bongara,mining,peru,,nan,zinc_one_resources,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,lead_zinc,greenfield,zinc_one_resources,puaano
boulanger,mining,french_guiana,,nan,reunion_gold,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,gold,mergeracquisition,reunion_gold,z2ehqq
cajueiro,mining,brazil,,nan,alta_floresta_gold_mineracao,1.0,1.0,canada,junior_exploration,junior_exploration,yes,royalty_streaming,gold,full_asset_transaction,alta_floresta_gold_mineracao,6rjmwh
castelo_de_sonhos,mining,brazil,,nan,tristar_gold,1.0,1.0,usa,junior_exploration,junior_exploration,yes,royalty_streaming,gold,full_asset_transaction,tristar_gold,fmc4kh
centrogold,mining,brazil,,nan,avanco_resources,1.0,1.0,australia,small_to_midtier_producer,small_to_midtier_producer,yes,nan,gold,mergeracquisition,avanco_resources,gl6nfc
cisne_victoria,mining,ecuador,,nan,cruz_del_sol,1.0,1.0,australia,junior_exploration,junior_exploration,yes,nan,copper_gold,greenfield,cruz_del_sol,9itrks
condor,mining,ecuador,,nan,luminex_resources,0.9,1.0,canada,junior_exploration,junior_exploration,yes,nan,copper_gold_silver,mergeracquisition,luminex_resources,ssosqr
condor,mining,ecuador,,nan,instituto_de_seguridad_social_de_las_fuerzas_armadas,0.1,0.0,ecuador,other,other,no,nan,copper_gold_silver,mergeracquisition,instituto_de_seguridad_social_de_las_fuerzas_armadas,d3a9gs
coringa,mining,brazil,,nan,serabi_gold,1.0,1.0,uk,small_to_midtier_producer,small_to_midtier_producer,yes,nan,gold,mergeracquisition,serabi_gold,d21mdy
crepori,mining,brazil,,nan,mineracao_do_para,1.0,1.0,brazil,junior_exploration,junior_exploration,yes,nan,gold,full_asset_transaction,mineracao_do_para,yangp2
cristalino,mining,brazil,,nan,vale,1.0,1.0,brazil,major,major,yes,domestic_development_bankfund,copper,greenfield,vale,tzgybe
cuiu_cuiu,mining,brazil,,nan,cabral_gold,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,gold,mergeracquisition,cabral_gold,q5qdhz
cumarugradaus,mining,brazil,,nan,mineracao_iraja_sa,1.0,1.0,brazil,junior_exploration,junior_exploration,no_information_available,nan,gold,full_asset_transaction,mineracao_iraja_sa,tnzrx5
dorlin,mining,french_guiana,,nan,societe_miniere_yaoudorlin,1.0,0.0,france,small_to_midtier_producer,small_to_midtier_producer,no,nan,gold,full_asset_transaction,societe_miniere_yaoudorlin,ht3aru
dorlin,mining,french_guiana,,nan,reunion_gold,0.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,gold,full_asset_transaction,reunion_gold,ppj6hs
eagle_mountain,mining,guyana,,nan,stronghold_guyana,1.0,0.5,canada,small_to_midtier_producer,small_to_midtier_producer,yes,holding_company,gold,partial_change_in_equity,stronghold_guyana,qbhjru
eagle_mountain,mining,guyana,,nan,kilroy_mining,0.0,0.5,canada,small_to_midtier_producer,small_to_midtier_producer,yes,holding_company,gold,partial_change_in_equity,kilroy_mining,q7psxa
ernesto_pauapique,mining,brazil,,nan,aura_minerals,1.0,1.0,british_virgin_islands,small_to_midtier_producer,small_to_midtier_producer,yes,nan,gold,full_asset_transaction,aura_minerals,v6rowk
esperance_gold_mine,mining,french_guiana,,nan,compagnie_miniere_esperance,0.5,0.0,france,small_to_midtier_producer,small_to_midtier_producer,no,nan,gold,partial_change_in_equity,compagnie_miniere_esperance,xgcdle
esperance_gold_mine,mining,french_guiana,,nan,newmont_corporation,0.5,1.0,usa,major,major,yes,nan,gold,partial_change_in_equity,newmont_corporation,ixkojq
espigao,mining,brazil,,nan,meridian_mineracao_jaburi,1.0,1.0,uk,small_to_midtier_producer,small_to_midtier_producer,yes,private_equity,manganese,greenfield,meridian_mining,ebt909
falcao,mining,brazil,,nan,falcao_mineradora,1.0,1.0,brazil,junior_exploration,junior_exploration,yes,nan,gold,greenfield,falcao_mineradora,bw9qhi
falchani,mining,peru,,nan,macusani_yellowcake,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,lithium,greenfield,macusani_yellowcake,rf4dnb
fila_larga_98,mining,peru,,nan,cementos_selva,1.0,1.0,peru,other,other,no,nan,pozzolana,greenfield,cementos_selva,7noup4
florida_canyon,mining,peru,,nan,votorantim_metais,0.61,1.0,brazil,other,other,yes,nan,lead_molybdenum_silver_zinc,greenfield,votorantim_metais,fpji2b
florida_canyon,mining,peru,,nan,solitario_exploration,0.39,0.0,usa,junior_exploration,junior_exploration,no,nan,lead_molybdenum_silver_zinc,mergeracquisition,solitario_exploration,2xtmlx
fortuna,mining,ecuador,,nan,lucky_minerals,1.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,copper_gold,mergeracquisition,lucky_minerals,y48zhs
fruta_del_norte,mining,ecuador,,nan,lundin_gold,1.0,1.0,canada,junior_exploration,junior_exploration,yes,holding_company_private_equity_private_equity_investment_bank_investment_bank_nonbank_financial_institution_commercial_bank_investment_bank_foreign_development_bankfund_commercial_bank,gold,full_asset_transaction,lundin_gold,hw69v5
gaban,mining,peru,,nan,winshear_gold,1.0,0.0,canada,junior_exploration,junior_exploration,no,nan,gold,greenfield,winshear_gold,tlye0p
gaban,mining,peru,,nan,palamina,0.0,1.0,canada,junior_exploration,junior_exploration,yes,nan,gold,greenfield,palamina,wxetjs
